1.000000,1.500000,0.070000,0.000000,-0.000000,0.000000,1.000000,-0.000000,-0.000000,0.000000,0.274680,0.027536,-0.004564,0.000000,0.000000,0.000000,-0.000000
0.999999,1.499994,0.070001,0.000819,-0.000136,0.000000,1.000000,-0.000057,-0.000341,0.000074,0.274837,0.037767,-0.006314,0.000000,-0.002271,-0.013631,0.002947
0.999992,1.499954,0.070010,0.001895,-0.000317,0.000000,0.999998,-0.000229,-0.001370,0.000296,0.275149,0.048070,-0.008098,0.000000,-0.004591,-0.027421,0.005933
0.999974,1.499845,0.070033,0.003230,-0.000543,0.000000,0.999995,-0.000518,-0.003094,0.000670,0.275623,0.058433,-0.009914,0.000000,-0.006962,-0.041358,0.008956
0.999938,1.499632,0.070080,0.004826,-0.000814,0.000000,0.999988,-0.000928,-0.005521,0.001195,0.276269,0.068840,-0.011762,0.000001,-0.009383,-0.055430,0.012014
0.999879,1.499280,0.070156,0.006683,-0.001133,0.000000,0.999977,-0.001460,-0.008657,0.001875,0.277100,0.079275,-0.013642,0.000001,-0.011855,-0.069625,0.015103
0.999790,1.498752,0.070270,0.008802,-0.001499,0.000000,0.999960,-0.002118,-0.012507,0.002711,0.278130,0.089718,-0.015552,0.000002,-0.014378,-0.083928,0.018222
0.999664,1.498013,0.070431,0.011183,-0.001913,0.000000,0.999936,-0.002903,-0.017077,0.003704,0.279374,0.100150,-0.017490,0.000004,-0.016952,-0.098323,0.021368
0.999496,1.497027,0.070644,0.013825,-0.002376,0.000000,0.999902,-0.003819,-0.022372,0.004855,0.280851,0.110549,-0.019455,0.000006,-0.019576,-0.112793,0.024537
0.999279,1.495757,0.070920,0.016727,-0.002889,0.000000,0.999856,-0.004868,-0.028393,0.006165,0.282581,0.120891,-0.021446,0.000009,-0.022251,-0.127319,0.027726
0.999006,1.494166,0.071266,0.019887,-0.003452,0.000000,0.999796,-0.006052,-0.035144,0.007636,0.284587,0.131152,-0.023459,0.000014,-0.024975,-0.141880,0.030931
0.998670,1.492219,0.071689,0.023302,-0.004066,0.000000,0.999720,-0.007374,-0.042626,0.009268,0.286892,0.141304,-0.025493,0.000020,-0.027749,-0.156456,0.034148
0.998264,1.489878,0.072198,0.026971,-0.004731,0.000000,0.999625,-0.008837,-0.050839,0.011062,0.289523,0.151318,-0.027545,0.000027,-0.030572,-0.171023,0.037373
0.997781,1.487107,0.072801,0.030888,-0.005447,0.000000,0.999508,-0.010442,-0.059781,0.013017,0.292506,0.161165,-0.029611,0.000037,-0.033443,-0.185556,0.040601
0.997214,1.483869,0.073507,0.035049,-0.006215,0.000000,0.999366,-0.012192,-0.069451,0.015135,0.295871,0.170811,-0.031690,0.000049,-0.036360,-0.200030,0.043827
0.996555,1.480128,0.074322,0.039448,-0.007035,0.000000,0.999197,-0.014090,-0.079845,0.017414,0.299648,0.180224,-0.033775,0.000064,-0.039324,-0.214418,0.047046
0.995798,1.475847,0.075256,0.044078,-0.007908,0.000000,0.998997,-0.016138,-0.090958,0.019854,0.303867,0.189369,-0.035865,0.000083,-0.042333,-0.228691,0.050253
0.994934,1.470992,0.076317,0.048934,-0.008833,0.000000,0.998763,-0.018337,-0.102784,0.022455,0.308561,0.198211,-0.037955,0.000107,-0.045386,-0.242818,0.053441
0.993956,1.465525,0.077511,0.054005,-0.009810,0.000000,0.998492,-0.020691,-0.115313,0.025214,0.313761,0.206712,-0.040039,0.000135,-0.048480,-0.256769,0.056606
0.992856,1.459413,0.078849,0.059283,-0.010838,0.000000,0.998182,-0.023201,-0.128538,0.028132,0.319499,0.214838,-0.042114,0.000168,-0.051615,-0.270512,0.059739
0.991626,1.452620,0.080336,0.064757,-0.011918,0.000000,0.997830,-0.025869,-0.142445,0.031207,0.325806,0.222549,-0.044175,0.000209,-0.054788,-0.284011,0.062836
0.990258,1.445112,0.081982,0.070417,-0.013050,0.000000,0.997432,-0.028698,-0.157023,0.034435,0.332715,0.229812,-0.046216,0.000256,-0.057998,-0.297233,0.065890
0.988744,1.436857,0.083793,0.076250,-0.014231,0.000000,0.996987,-0.031688,-0.172257,0.037815,0.340254,0.236588,-0.048233,0.000312,-0.061241,-0.310142,0.068893
0.987077,1.427822,0.085777,0.082243,-0.015462,0.000000,0.996492,-0.034842,-0.188129,0.041345,0.348451,0.242845,-0.050220,0.000377,-0.064517,-0.322701,0.071838
0.985246,1.417975,0.087943,0.088382,-0.016742,0.000000,0.995946,-0.038160,-0.204621,0.045021,0.357332,0.248548,-0.052172,0.000452,-0.067822,-0.334871,0.074718
0.983246,1.407285,0.090296,0.094653,-0.018070,0.000000,0.995346,-0.041646,-0.221714,0.048839,0.366921,0.253667,-0.054085,0.000538,-0.071153,-0.346615,0.077526
0.981066,1.395724,0.092844,0.101040,-0.019445,0.000000,0.994692,-0.045298,-0.239384,0.052796,0.377238,0.258173,-0.055953,0.000637,-0.074508,-0.357893,0.080253
0.978699,1.383263,0.095594,0.107528,-0.020865,0.000000,0.993983,-0.049120,-0.257607,0.056888,0.388300,0.262041,-0.057772,0.000749,-0.077884,-0.368664,0.082893
