1.000000,1.500000,0.070000
0.985912,1.510604,0.069380
0.972038,1.520738,0.068862
0.958375,1.530404,0.068445
0.944921,1.539607,0.068127
0.931676,1.548351,0.067907
0.918638,1.556639,0.067784
0.905805,1.564475,0.067757
0.893176,1.571864,0.067826
0.880749,1.578809,0.067988
0.868522,1.585314,0.068243
0.856494,1.591383,0.068590
0.844664,1.597020,0.069028
0.833029,1.602229,0.069555
0.821589,1.607013,0.070171
0.810341,1.611377,0.070875
0.799284,1.615324,0.071664
0.788418,1.618859,0.072540
0.777739,1.621984,0.073499
0.767246,1.624705,0.074541
0.756939,1.627024,0.075666
0.746814,1.628947,0.076871
0.736872,1.630476,0.078156
0.727110,1.631615,0.079520
0.717526,1.632369,0.080962
0.708120,1.632742,0.082481
0.698889,1.632737,0.084075
0.689832,1.632357,0.085743
0.680947,1.631608,0.087485
0.672233,1.630493,0.089299
0.663689,1.629015,0.091185
0.655312,1.627179,0.093140
0.647102,1.624989,0.095165
0.639056,1.622448,0.097258
0.631173,1.619560,0.099417
0.623451,1.616329,0.101642
0.615889,1.612760,0.103932
0.608486,1.608855,0.106286
0.601240,1.604620,0.108702
0.594148,1.600057,0.111180
0.587211,1.595171,0.113718
0.580425,1.589965,0.116316
0.573790,1.584443,0.118972
0.567304,1.578610,0.121684
0.560966,1.572469,0.124453
0.554773,1.566024,0.127277
0.548725,1.559279,0.130155
0.542819,1.552238,0.133086
0.537054,1.544904,0.136068
0.531429,1.537282,0.139101
0.525942,1.529376,0.142184
0.520592,1.521189,0.145315
0.515376,1.512725,0.148494
0.510294,1.503988,0.151719
0.505344,1.494982,0.154989
0.500524,1.485711,0.158303
0.495832,1.476179,0.161661
0.491268,1.466389,0.165060
0.486829,1.456346,0.168501
0.482514,1.446054,0.171981
0.478322,1.435516,0.175500
0.474250,1.424735,0.179056
0.470298,1.413717,0.182650
0.466464,1.402465,0.186278
0.462745,1.390983,0.189942
0.459142,1.379275,0.193638
0.455651,1.367344,0.197367
0.452272,1.355195,0.201127
0.449003,1.342831,0.204917
0.445842,1.330256,0.208736
0.442788,1.317474,0.212583
0.439839,1.304490,0.216457
0.436994,1.291306,0.220357
0.434251,1.277927,0.224281
0.431608,1.264357,0.228229
0.429065,1.250600,0.232199
0.426619,1.236659,0.236191
0.424269,1.222538,0.240203
0.422013,1.208242,0.244235
0.419850,1.193773,0.248285
0.417778,1.179137,0.252351
0.415796,1.164336,0.256434
0.413901,1.149376,0.260532
0.412094,1.134259,0.264644
0.410371,1.118989,0.268768
0.408732,1.103571,0.272904
0.407174,1.088008,0.277051
0.405697,1.072305,0.281208
0.404298,1.056464,0.285372
0.402977,1.040490,0.289544
0.401731,1.024388,0.293723
0.400559,1.008160,0.297907
0.399459,0.991810,0.302094
0.398431,0.975344,0.306285
0.397471,0.958763,0.310478
0.396580,0.942073,0.314672
0.395755,0.925277,0.318865
0.394994,0.908379,0.323057
0.394296,0.891383,0.327247
0.393660,0.874292,0.331433
0.393084,0.857112,0.335615
0.392566,0.839845,0.339791
0.392106,0.822495,0.343961
0.391700,0.805067,0.348122
0.391348,0.787564,0.352275
0.391048,0.769990,0.356418
0.390799,0.752349,0.360550
0.390599,0.734645,0.364670
0.390446,0.716882,0.368776
0.390339,0.699064,0.372869
0.390277,0.681193,0.376946
0.390257,0.663276,0.381006
0.390278,0.645315,0.385049
0.390340,0.627314,0.389073
0.390439,0.609277,0.393078
0.390575,0.591207,0.397062
0.390745,0.573110,0.401024
0.390949,0.554989,0.404963
0.391185,0.536847,0.408878
0.391452,0.518689,0.412768
0.391746,0.500518,0.416632
0.392069,0.482338,0.420469
0.392416,0.464153,0.424277
0.392788,0.445968,0.428056
0.393182,0.427785,0.431804
0.393597,0.409610,0.435521
0.394032,0.391445,0.439205
0.394484,0.373294,0.442855
0.394952,0.355162,0.446470
0.395435,0.337052,0.450050
0.395932,0.318969,0.453592
0.396439,0.300916,0.457097
0.396957,0.282896,0.460562
0.397483,0.264915,0.463987
0.398016,0.246975,0.467371
0.398554,0.229081,0.470712
0.399096,0.211237,0.474010
0.399641,0.193446,0.477263
0.400185,0.175712,0.480471
0.400729,0.158039,0.483631
0.401270,0.140432,0.486744
0.401808,0.122893,0.489808
0.402339,0.105428,0.492822
0.402864,0.088039,0.495785
0.403379,0.070731,0.498696
0.403884,0.053507,0.501554
0.404378,0.036371,0.504357
0.404858,0.019328,0.507105
0.405323,0.002381,0.509796
0.405771,-0.014466,0.512430
0.406201,-0.031209,0.515005
0.406612,-0.047844,0.517521
0.407001,-0.064367,0.519975
0.407367,-0.080775,0.522368
0.407709,-0.097064,0.524698
0.408025,-0.113229,0.526963
0.408314,-0.129267,0.529164
